,Şahinkaya Kanyonu - Samsun_temp,Şahinkaya Kanyonu - Samsun_prcp,Şahinkaya Kanyonu - Samsun_snow,Şahinkaya Kanyonu - Samsun_rain,Şahinkaya Kanyonu - Samsun_tmin,Şahinkaya Kanyonu - Samsun_tmax,Şahinkaya Kanyonu - Samsun_wspd,Şahinkaya Kanyonu - Samsun_rhum
2025-03-14,17.01,0.0,0.0,0.0,11.02,24.63,4.75,43.4
2025-03-15,16.37,0.0,0.0,0.0,8.95,25.72,3.54,50.99
2025-03-16,19.92,0.0,0.0,0.0,11.3,30.94,6.17,46.72
2025-03-17,16.8,0.0,0.0,0.0,12.12,23.1,9.49,45.81
2025-03-18,10.49,1.4,0.0,1.4,5.78,15.15,15.09,68.34
2025-03-19,3.8,2.29,0.0,2.29,2.12,5.78,16.52,80.0
2025-03-20,3.5,0.8,0.0,0.8,1.69,5.26,13.28,78.55
2025-03-21,4.78,0.9,0.0,0.9,3.31,5.88,10.99,72.8
2025-03-22,6.05,0.91,0.0,0.91,3.45,9.25,5.72,75.57
2025-03-23,7.46,0.0,0.0,0.0,0.67,14.4,4.53,72.92
2025-03-24,10.86,0.0,0.0,0.0,5.49,16.66,6.73,70.1
2025-03-25,15.13,0.22,0.0,0.22,10.92,20.68,4.34,68.47
2025-03-26,14.79,0.0,0.0,0.0,10.23,19.66,4.13,68.0
2025-03-27,14.58,0.0,0.0,0.0,9.05,20.73,3.25,68.15
2025-03-28,15.35,0.04,0.0,0.04,8.93,21.37,5.73,67.59
2025-03-29,15.75,0.6,0.0,0.6,10.52,21.7,9.38,66.0
2025-03-30,12.26,0.44,0.0,0.44,9.73,14.89,4.9,83.34
2025-03-31,11.32,3.51,0.0,3.51,7.71,15.48,5.54,84.7
2025-04-01,13.27,0.38,0.0,0.38,8.19,18.07,5.57,73.17
2025-04-02,12.8,1.71,0.0,1.71,9.39,17.74,6.85,79.28
2025-04-03,11.35,5.74,0.0,5.74,9.73,14.46,7.57,90.55
2025-04-04,10.96,0.88,0.0,0.88,9.28,13.89,7.72,83.75
2025-04-05,10.47,5.0,0.0,5.0,7.18,14.26,4.58,89.04
2025-04-06,12.42,3.46,0.0,3.46,7.54,18.4,7.2,79.43
2025-04-07,11.98,0.18,0.0,0.18,6.69,17.3,8.3,74.57
2025-04-08,6.21,2.55,0.0,2.55,3.48,9.68,17.19,80.38
2025-04-09,4.05,11.4,0.0,11.4,2.43,6.52,6.62,89.67
2025-04-10,6.74,3.96,0.0,3.96,3.51,10.88,7.36,68.9
2025-04-11,3.1,10.02,0.0,10.02,0.14,8.11,9.89,80.49
2025-04-12,3.26,6.32,0.0,6.32,-2.33,8.14,9.16,68.86
2025-04-13,5.54,3.81,0.0,3.81,1.7,9.91,5.64,77.33
2025-04-14,7.03,4.25,0.0,4.25,3.75,11.22,9.54,80.18
2025-04-15,10.53,0.0,0.0,0.0,5.53,15.35,12.56,69.3
2025-04-16,11.35,0.0,0.0,0.0,8.26,14.94,6.11,75.16
2025-04-17,11.13,0.0,0.0,0.0,6.03,17.35,6.01,78.59
2025-04-18,12.38,0.0,0.0,0.0,7.07,18.78,5.9,77.13
2025-04-19,12.28,2.47,0.0,2.47,7.69,17.94,6.16,80.47
2025-04-20,11.82,3.02,0.0,3.02,8.99,14.29,7.25,83.82
2025-04-21,12.04,1.06,0.0,1.06,6.69,18.05,4.52,80.97
2025-04-22,13.04,0.09,0.0,0.09,8.0,18.15,5.82,82.21
2025-04-23,13.02,0.63,0.0,0.63,10.01,16.94,5.93,85.22
2025-04-24,13.61,2.12,0.0,2.12,10.3,18.54,7.47,82.48
2025-04-25,12.1,8.98,0.0,8.98,10.6,14.18,7.09,90.19
2025-04-26,13.24,3.55,0.0,3.55,8.03,17.85,4.89,84.05
2025-04-27,11.95,0.85,0.0,0.85,7.63,16.63,10.45,83.82
2025-04-28,10.11,0.17,0.0,0.17,5.39,14.24,16.75,64.0
2025-04-29,9.32,0.0,0.0,0.0,3.01,15.29,12.72,69.27
2025-04-30,10.58,0.04,0.0,0.04,4.4,17.22,9.37,76.0
2025-05-01,11.84,0.09,0.0,0.09,8.45,16.9,6.21,85.86
2025-05-02,12.29,2.41,0.0,2.41,9.5,16.05,10.99,88.57
2025-05-03,11.89,6.99,0.0,6.99,8.22,15.64,9.11,78.02
2025-05-04,12.08,0.09,0.0,0.09,4.32,18.86,4.48,68.64
2025-05-05,14.31,0.0,0.0,0.0,7.77,21.05,6.08,69.62
2025-05-06,14.64,0.0,0.0,0.0,7.4,21.52,4.66,67.12
2025-05-07,17.87,2.52,0.0,2.52,11.06,26.12,5.47,72.76
2025-05-08,18.16,1.9,0.0,1.9,13.1,23.03,5.09,74.98
2025-05-09,18.33,0.54,0.0,0.54,12.86,26.92,7.76,69.96
2025-05-10,15.32,5.23,0.0,5.23,11.35,20.87,8.92,85.71
2025-05-11,13.21,2.11,0.0,2.11,11.35,16.93,10.13,88.24
2025-05-12,12.73,0.85,0.0,0.85,10.84,15.56,7.13,86.35
2025-05-13,12.31,0.77,0.0,0.77,9.14,16.22,14.01,77.68
2025-05-14,12.69,0.85,0.0,0.85,6.79,17.76,8.83,71.21
2025-05-15,13.87,0.0,0.0,0.0,8.52,19.34,5.59,70.61
2025-05-16,15.76,0.04,0.0,0.04,8.37,21.94,9.0,70.34
2025-05-17,19.99,0.0,0.0,0.0,13.01,31.5,9.79,59.45
2025-05-18,15.6,2.16,0.0,2.16,11.0,20.07,8.48,79.55
2025-05-19,14.97,3.26,0.0,3.26,7.85,21.03,6.39,72.39
2025-05-20,15.58,0.04,0.0,0.04,8.2,25.24,11.36,70.33
2025-05-21,16.17,0.0,0.0,0.0,9.43,22.4,8.54,63.91
2025-05-22,17.31,0.0,0.0,0.0,9.63,24.33,7.52,64.75
2025-05-23,19.61,0.0,0.0,0.0,11.98,26.96,7.38,62.65
2025-05-24,20.59,0.0,0.0,0.0,12.85,27.66,7.64,60.34
2025-05-25,21.68,0.0,0.0,0.0,14.29,29.62,7.74,57.61
2025-05-26,21.59,0.44,0.0,0.44,15.71,27.22,6.29,66.85
2025-05-27,17.15,0.74,0.0,0.74,14.72,21.69,15.78,78.36
2025-05-28,18.29,0.44,0.0,0.44,14.14,23.19,8.12,65.03
2025-05-29,17.96,0.04,0.0,0.04,11.51,24.68,8.76,64.11
2025-05-30,17.4,0.0,0.0,0.0,12.58,23.18,8.71,69.73
2025-05-31,18.0,0.13,0.0,0.13,11.85,24.27,8.64,70.87
2025-06-01,17.17,0.36,0.0,0.36,13.05,20.97,9.8,79.17
2025-06-02,18.83,0.74,0.0,0.74,14.81,23.71,9.19,73.7
2025-06-03,19.5,0.19,0.0,0.19,13.72,25.79,9.16,67.06
2025-06-04,19.78,0.0,0.0,0.0,12.1,26.78,7.94,60.54
2025-06-05,20.6,0.0,0.0,0.0,12.47,28.04,7.12,55.85
2025-06-06,20.6,0.0,0.0,0.0,13.31,27.93,8.62,62.3
2025-06-07,20.54,0.0,0.0,0.0,12.23,28.44,8.88,61.24
2025-06-08,19.77,0.0,0.0,0.0,11.81,27.55,8.46,59.89
2025-06-09,21.17,0.0,0.0,0.0,12.71,28.81,8.01,60.46
2025-06-10,22.32,0.0,0.0,0.0,14.66,29.05,11.35,63.07
2025-06-11,23.28,0.0,0.0,0.0,17.8,29.34,11.35,71.13
2025-06-12,23.04,0.0,0.0,0.0,16.34,30.12,9.77,71.98
2025-06-13,22.06,0.0,0.0,0.0,17.76,26.62,16.2,69.31
2025-06-14,19.94,0.0,0.0,0.0,16.75,24.05,13.66,61.77
2025-06-15,19.86,0.13,0.0,0.13,14.2,25.68,10.77,63.81
2025-06-16,19.23,1.58,0.0,1.58,13.56,24.54,8.34,63.21
2025-06-17,20.08,2.34,0.0,2.34,12.86,26.37,9.16,63.28
2025-06-18,21.41,0.0,0.0,0.0,13.72,28.41,9.01,63.82
2025-06-19,21.79,0.0,0.0,0.0,14.72,28.19,8.38,61.12
2025-06-20,22.16,0.0,0.0,0.0,13.41,29.93,9.9,56.69
2025-06-21,20.4,1.07,0.0,1.07,15.01,25.75,13.34,60.63
2025-06-22,19.73,0.26,0.0,0.26,13.73,25.39,12.79,61.49
2025-06-23,20.45,0.0,0.0,0.0,12.55,27.47,8.2,59.55
2025-06-24,21.69,0.0,0.0,0.0,13.88,28.68,8.9,55.15
2025-06-25,22.5,0.03,0.0,0.03,13.57,30.3,9.66,52.59
2025-06-26,23.9,0.0,0.0,0.0,14.2,31.75,7.59,45.9
2025-06-27,24.05,0.03,0.0,0.03,17.26,30.19,11.62,54.76
2025-06-28,22.18,0.0,0.0,0.0,14.38,29.76,11.58,57.38
2025-06-29,19.54,2.06,0.0,2.06,14.76,23.89,10.13,64.28
2025-06-30,20.57,23.94,0.0,23.94,15.58,26.75,9.26,71.36
2025-07-01,22.58,1.94,0.0,1.94,16.15,28.73,11.05,67.38
2025-07-02,21.31,0.0,0.0,0.0,15.39,26.37,13.03,60.7
2025-07-03,19.82,2.03,0.0,2.03,14.77,25.95,9.02,66.42
2025-07-04,20.17,22.06,0.0,22.06,15.18,25.0,11.37,71.52
2025-07-05,21.96,0.38,0.0,0.38,15.68,27.79,10.85,67.1
2025-07-06,23.13,0.0,0.0,0.0,15.26,30.05,8.74,60.9
2025-07-07,24.13,0.0,0.0,0.0,16.34,30.61,10.55,62.17
2025-07-08,24.72,0.0,0.0,0.0,17.1,32.58,9.26,64.51
2025-07-09,25.77,0.0,0.0,0.0,18.07,33.39,7.9,63.68
2025-07-10,25.63,0.0,0.0,0.0,18.65,32.77,12.48,64.38
2025-07-11,25.7,0.0,0.0,0.0,20.04,31.93,16.06,69.33
2025-07-12,25.94,0.0,0.0,0.0,21.05,31.74,16.08,70.89
2025-07-13,26.36,0.0,0.0,0.0,21.48,31.81,15.17,63.72
2025-07-14,26.35,0.0,0.0,0.0,19.81,33.37,13.82,60.78
2025-07-15,25.78,0.0,0.0,0.0,19.02,31.88,11.37,65.42
2025-07-16,24.85,0.0,0.0,0.0,18.14,32.3,8.47,57.55
2025-07-17,26.03,0.0,0.0,0.0,17.29,34.48,8.26,50.62
2025-07-18,26.85,1.28,0.0,1.28,19.6,35.86,10.19,59.56
2025-07-19,25.86,0.47,0.0,0.47,20.89,31.2,14.43,68.35
2025-07-20,25.1,0.0,0.0,0.0,19.07,31.32,13.96,63.56
2025-07-21,25.1,0.0,0.0,0.0,18.04,31.86,11.83,66.1
2025-07-22,26.51,0.0,0.0,0.0,19.93,33.32,8.36,68.58
2025-07-23,27.41,0.0,0.0,0.0,21.03,34.32,10.04,66.72
2025-07-24,26.73,0.0,0.0,0.0,19.27,33.62,12.06,61.8
2025-07-25,26.36,0.0,0.0,0.0,20.12,32.13,11.03,64.25
2025-07-26,26.67,0.0,0.0,0.0,20.23,32.54,11.65,64.8
2025-07-27,27.38,0.0,0.0,0.0,19.81,34.19,11.78,63.85
2025-07-28,28.18,0.0,0.0,0.0,20.83,36.56,9.09,62.63
2025-07-29,29.34,0.0,0.0,0.0,21.89,37.76,8.4,64.01
2025-07-30,28.29,0.0,0.0,0.0,22.8,34.77,14.59,65.85
2025-07-31,27.01,0.08,0.0,0.08,23.76,32.17,17.14,70.66
2025-08-01,25.88,0.09,0.0,0.09,23.04,29.52,17.1,70.02
2025-08-02,25.92,4.01,0.0,4.01,23.83,29.89,14.78,66.54
2025-08-03,26.21,0.27,0.0,0.27,22.5,31.83,10.33,68.09
2025-08-04,26.52,0.0,0.0,0.0,21.23,32.4,11.52,68.11
2025-08-05,27.08,0.0,0.0,0.0,21.39,33.48,12.02,67.97
2025-08-06,27.13,0.0,0.0,0.0,20.07,34.23,13.17,61.26
2025-08-07,26.87,0.0,0.0,0.0,18.95,33.6,12.98,59.29
2025-08-08,27.6,0.0,0.0,0.0,23.45,32.76,15.67,65.8
2025-08-09,26.46,0.0,0.0,0.0,20.35,31.89,12.87,67.36
2025-08-10,26.14,0.0,0.0,0.0,19.36,32.51,12.81,60.0
2025-08-11,25.06,0.0,0.0,0.0,17.41,32.51,10.16,52.79
2025-08-12,25.15,0.0,0.0,0.0,17.58,32.08,11.56,57.48
2025-08-13,25.42,0.0,0.0,0.0,19.22,31.74,11.96,59.77
2025-08-14,24.36,0.0,0.0,0.0,17.09,32.02,11.2,59.11
2025-08-15,24.08,0.0,0.0,0.0,17.69,31.48,12.74,62.04
2025-08-16,24.47,0.0,0.0,0.0,18.47,30.56,11.27,60.55
2025-08-17,24.38,0.0,0.0,0.0,16.77,31.62,6.67,58.41
2025-08-18,24.96,0.0,0.0,0.0,17.67,33.66,11.36,62.23
2025-08-19,24.71,0.0,0.0,0.0,19.56,29.81,15.09,67.96
2025-08-20,24.37,0.0,0.0,0.0,18.83,30.27,13.18,64.97
2025-08-21,24.14,0.18,0.0,0.18,18.17,30.09,12.35,64.82
2025-08-22,25.62,0.0,0.0,0.0,18.68,32.21,8.03,64.35
2025-08-23,25.33,0.0,0.0,0.0,18.86,34.16,11.96,61.1
2025-08-24,23.58,0.1,0.0,0.1,19.31,27.61,15.65,69.82
2025-08-25,21.36,2.57,0.0,2.57,18.66,25.14,13.64,70.26
2025-08-26,21.6,0.0,0.0,0.0,17.07,26.7,12.63,62.1
2025-08-27,21.71,0.0,0.0,0.0,14.39,28.26,12.3,62.52
2025-08-28,23.4,0.0,0.0,0.0,17.86,29.16,13.65,63.21
2025-08-29,23.92,0.0,0.0,0.0,17.6,31.1,8.46,68.46
2025-08-30,24.96,0.0,0.0,0.0,18.03,33.01,7.45,68.65
2025-08-31,25.93,0.0,0.0,0.0,18.77,33.84,6.32,64.26
2025-09-01,25.24,0.0,0.0,0.0,19.39,33.07,12.94,65.2
2025-09-02,24.15,0.0,0.0,0.0,18.63,30.35,11.78,67.72
2025-09-03,23.16,2.5,0.0,2.5,18.2,28.68,11.15,66.78
2025-09-04,23.93,1.37,0.0,1.37,19.25,29.42,12.22,71.31
2025-09-05,24.8,0.0,0.0,0.0,20.4,30.8,12.47,68.89
2025-09-06,24.11,0.09,0.0,0.09,17.72,31.6,12.04,69.97
2025-09-07,22.15,1.24,0.0,1.24,18.94,26.67,12.17,73.13
2025-09-08,21.57,3.58,0.0,3.58,19.07,25.43,9.15,68.57
2025-09-09,21.94,1.85,0.0,1.85,17.87,26.72,8.69,71.27
2025-09-10,21.22,35.91,0.0,35.91,15.48,27.93,8.82,68.21
2025-09-11,20.78,3.77,0.0,3.77,16.46,25.96,7.98,75.26
2025-09-12,21.86,0.0,0.0,0.0,15.64,28.5,8.15,72.29
2025-09-13,21.13,0.04,0.0,0.04,16.07,27.1,11.98,70.58
2025-09-14,19.82,0.0,0.0,0.0,14.01,26.69,7.02,62.73
2025-09-15,19.93,0.0,0.0,0.0,12.89,28.19,9.5,67.06
2025-09-16,20.42,0.0,0.0,0.0,15.3,26.38,11.24,67.35
2025-09-17,20.66,0.0,0.0,0.0,13.99,27.58,6.05,64.5
2025-09-18,18.0,1.73,0.0,1.73,13.46,22.5,9.7,74.25
2025-09-19,17.05,5.32,0.0,5.32,12.29,19.98,14.57,70.52
2025-09-20,19.03,1.14,0.0,1.14,16.1,23.07,12.51,64.67
2025-09-21,18.13,0.74,0.0,0.74,12.85,24.58,9.32,68.0
2025-09-22,17.55,0.0,0.0,0.0,10.8,24.88,7.95,67.23
2025-09-23,18.51,0.0,0.0,0.0,11.69,26.31,6.29,65.72
2025-09-24,19.48,0.0,0.0,0.0,12.06,27.52,6.57,65.86
2025-09-25,19.05,0.0,0.0,0.0,12.57,26.23,11.1,70.02
2025-09-26,16.69,0.63,0.0,0.63,13.27,21.14,14.18,73.91
2025-09-27,15.0,0.0,0.0,0.0,9.82,20.14,11.71,60.65
2025-09-28,15.76,0.0,0.0,0.0,8.54,22.78,6.53,63.36
2025-09-29,17.5,8.59,0.0,8.59,15.25,20.7,5.53,78.88
2025-09-30,16.7,8.5,0.0,8.5,14.57,20.59,9.46,85.1
2025-10-01,16.69,1.46,0.0,1.46,12.83,21.69,8.59,76.72
2025-10-02,16.73,0.51,0.0,0.51,12.95,21.63,9.36,75.24
2025-10-03,17.82,0.0,0.0,0.0,10.75,25.92,6.94,72.16
2025-10-04,20.67,0.0,0.0,0.0,14.23,28.45,9.44,64.05
2025-10-05,18.68,0.0,0.0,0.0,13.94,25.1,9.86,72.37
2025-10-06,18.33,0.0,0.0,0.0,12.56,24.61,6.79,73.06
2025-10-07,18.73,0.0,0.0,0.0,13.36,25.24,7.25,71.11
2025-10-08,19.07,10.27,0.0,10.27,14.03,25.43,5.16,69.47
2025-10-09,15.92,6.12,0.0,6.12,12.91,19.33,4.79,79.27
2025-10-10,16.4,0.44,0.0,0.44,12.8,20.43,5.27,66.76
2025-10-11,15.52,2.22,0.0,2.22,9.69,22.03,6.79,68.56
2025-10-12,13.04,8.87,0.0,8.87,10.6,16.67,6.03,79.21
2025-10-13,14.02,1.8,0.0,1.8,9.19,18.25,4.55,72.49
2025-10-14,15.38,0.9,0.0,0.9,11.59,20.28,3.95,72.82
2025-10-15,14.8,2.54,0.0,2.54,11.12,20.88,6.47,76.7
2025-10-16,13.78,6.27,0.0,6.27,10.44,17.6,10.17,80.43
2025-10-17,14.79,0.5,0.0,0.5,10.68,19.52,6.12,77.05
2025-10-18,16.02,0.0,0.0,0.0,9.97,22.77,4.44,72.71
2025-10-19,16.73,7.03,0.0,7.03,13.57,21.74,7.11,78.35
2025-10-20,12.53,9.33,0.0,9.33,9.53,15.77,11.43,79.23
2025-10-21,12.25,0.0,0.0,0.0,7.91,17.52,4.3,79.61
2025-10-22,13.97,0.03,0.0,0.03,9.36,18.83,4.6,77.18
2025-10-23,16.66,1.44,0.0,1.44,12.81,20.74,2.91,83.81
2025-10-24,18.07,1.72,0.0,1.72,14.59,24.28,4.82,76.24
2025-10-25,16.96,10.84,0.0,10.84,13.34,21.69,5.8,79.26
2025-10-26,16.15,5.67,0.0,5.67,13.45,20.33,4.58,83.74
2025-10-27,19.8,0.0,0.0,0.0,13.37,26.95,8.03,63.06
2025-10-28,18.3,2.39,0.0,2.39,13.54,22.63,8.71,69.33
2025-10-29,14.2,14.55,0.0,14.55,10.28,18.25,7.0,80.05
2025-10-30,13.02,0.0,0.0,0.0,8.05,18.45,5.52,75.24
2025-10-31,13.96,0.0,0.0,0.0,8.77,20.64,4.56,71.09
2025-11-01,13.45,0.0,0.0,0.0,8.17,20.28,4.86,71.78
2025-11-02,12.57,0.0,0.0,0.0,7.31,19.53,4.72,76.57
2025-11-03,12.98,0.0,0.0,0.0,7.66,19.82,5.68,76.49
2025-11-04,13.91,0.0,0.0,0.0,10.16,17.34,3.02,79.02
2025-11-05,14.92,0.0,0.0,0.0,10.75,20.11,4.39,79.67
2025-11-06,13.89,0.0,0.0,0.0,11.32,17.61,4.66,88.09
2025-11-07,13.47,0.0,0.0,0.0,9.85,18.78,4.79,89.68
2025-11-08,14.8,0.0,0.0,0.0,10.46,20.8,3.27,84.45
2025-11-09,14.41,0.0,0.0,0.0,9.63,20.6,3.62,81.73
2025-11-10,14.2,0.0,0.0,0.0,9.58,19.66,4.3,82.17
2025-11-11,13.73,0.0,0.0,0.0,9.83,19.12,3.3,80.34
2025-11-12,14.0,4.86,0.0,4.86,10.2,19.66,6.3,79.93
2025-11-13,12.17,1.55,0.0,1.55,10.4,14.07,11.05,83.83
2025-11-14,10.95,8.74,0.0,8.74,9.18,14.02,6.57,85.29
2025-11-15,11.26,6.0,0.0,6.0,8.07,14.62,9.83,83.88
2025-11-16,10.68,0.0,0.0,0.0,6.31,16.9,4.42,79.75
2025-11-17,13.07,0.0,0.0,0.0,7.08,20.97,6.62,65.25
2025-11-18,15.42,0.0,0.0,0.0,10.78,22.68,7.41,52.68
2025-11-19,14.78,0.0,0.0,0.0,10.08,21.08,6.2,58.28
2025-11-20,13.42,0.0,0.0,0.0,8.37,19.88,4.68,64.95
2025-11-21,14.03,0.0,0.0,0.0,8.34,21.64,4.66,58.52
2025-11-22,15.94,0.0,0.0,0.0,10.72,23.22,5.3,53.03
2025-11-23,16.92,0.0,0.0,0.0,12.41,24.76,4.71,53.52
2025-11-24,13.61,0.49,0.0,0.49,10.37,18.84,5.12,72.39
2025-11-25,14.33,3.19,0.0,3.19,11.98,17.7,4.93,83.54
2025-11-26,14.12,0.0,0.0,0.0,9.91,20.92,3.82,75.0
2025-11-27,13.36,0.0,0.0,0.0,9.08,20.52,3.76,68.77
2025-11-28,11.89,0.0,0.0,0.0,7.35,18.16,2.84,71.98
2025-11-29,12.58,0.0,0.0,0.0,7.65,19.88,4.77,67.39
2025-11-30,12.35,1.25,0.0,1.25,8.79,15.67,5.47,81.99
2025-12-01,10.63,8.02,0.0,8.02,7.99,14.23,4.93,82.2
2025-12-02,10.0,0.0,0.0,0.0,6.16,13.98,3.16,82.6
2025-12-03,10.27,0.0,0.0,0.0,6.48,14.86,4.67,79.61
2025-12-04,8.92,0.0,0.0,0.0,5.56,14.46,4.22,78.13
2025-12-05,10.28,0.0,0.0,0.0,5.63,16.15,4.95,76.4
2025-12-06,13.13,0.0,0.0,0.0,9.77,18.1,5.73,76.62
2025-12-07,13.47,0.67,0.0,0.67,10.77,16.81,5.72,76.5
2025-12-08,12.43,0.62,0.0,0.62,9.47,16.31,3.8,80.13
2025-12-09,11.06,0.73,0.0,0.73,8.47,13.48,7.71,88.05
2025-12-10,10.59,2.35,0.0,2.35,8.13,13.26,5.34,86.5
2025-12-11,9.14,8.04,0.0,8.04,8.04,10.63,4.31,89.34
2025-12-12,8.86,1.82,0.0,1.82,5.03,12.63,4.85,81.94
2025-12-13,9.82,6.22,0.0,6.22,7.41,12.4,6.5,82.88
2025-12-14,8.3,0.81,0.0,0.81,5.08,11.36,4.17,82.14
2025-12-15,8.37,4.9,0.0,4.9,5.9,11.13,7.26,83.3
2025-12-16,6.32,14.4,0.0,14.4,4.7,7.98,8.29,91.76
2025-12-17,5.88,0.0,0.0,0.0,3.68,9.45,4.45,84.11
2025-12-18,5.91,0.0,0.0,0.0,2.55,9.64,6.3,77.5
2025-12-19,5.64,0.0,0.0,0.0,2.95,9.86,3.24,82.87
2025-12-20,5.28,0.0,0.0,0.0,2.71,8.3,2.93,85.2
2025-12-21,6.13,0.04,0.0,0.04,3.76,8.7,4.18,83.36
2025-12-22,8.4,0.05,0.0,0.05,5.57,11.91,2.48,87.77
2025-12-23,8.94,3.54,0.0,3.54,7.77,10.74,4.47,93.5
2025-12-24,8.73,2.0,0.0,2.0,7.0,11.21,3.98,90.97
2025-12-25,7.25,1.09,0.0,1.09,5.79,9.28,8.61,87.27
2025-12-26,6.29,2.83,0.0,2.83,5.13,7.3,4.4,89.17
2025-12-27,3.89,9.62,0.0,9.62,0.9,6.78,6.39,83.29
2025-12-28,3.35,5.0,0.0,5.0,-0.1,6.74,10.89,72.16
2025-12-29,2.62,6.16,0.0,6.16,0.36,5.71,12.35,73.59
2025-12-30,5.17,1.18,0.0,1.18,1.56,10.81,14.47,54.42
2025-12-31,3.09,12.32,0.0,12.32,1.06,6.31,8.08,86.94
2026-01-01,-0.49,7.28,7.28,0.0,-2.57,0.76,6.37,92.78
